Broken_image,ID,Make,Supername,Year,Model,Status,Real,Type,Class,Perf. Class,Max Rank,Stars,Unlock,Star Value,Category,Brand,Series,Country,Reserve List,Desc. Source,Description,Broken_Image,,_1,_2,_3,_4,_5,_6,_7,_8
FALSE,1989,Alpine,,2018,A110 Cup,,,Road,,,,,,,,Hot Wheels,2022 European Car Culture Themed Multipack,,,,,,,,,,,,,,
FALSE,16,Alpine,,2018,A110 Cup,Rare,Real,Road,C,#REF!,,?,Referrer Reward,1,Track Toys,Hot Wheels,2020 HW Race Day Blue,France,No,Wikipedia,"This track-only version of the A110 utilizes the same chassis as the road car but has been modified to include a roll cage, adjustable suspension and racing brakes.",,,,,,,,,,
FALSE,17,Alpine,,2018,A110 Cup,Special Ed.,Real,Road,R2,R2,,?????,,5,Modern Touring Cars,Hot Wheels,2020 HW Race Day Silver,France,No,Wikipedia,"This track-only version of the A110 utilizes the same chassis as the road car but has been modified to include a roll cage, adjustable suspension and racing brakes.",,,,,,,,,,
FALSE,3097,Alpine,,2023,A110 R,,,,,,,,,,,Majorette,Premium Cars,,,,,,,,,,,,,,
FALSE,3098,Alpine,,2023,A110 R,,,,,,,,,,,Majorette,Premium Cars,,,,,,,,,,,,,,
FALSE,2421,Alpine,,2023,A110 R,,,,,,,,,,Modern Sports Cars,Majorette,Premium Cars,,,,,,,,,,,,,,
FALSE,3542,Alpine,,2023,A110 R,,,,,,,,,,,Majorette,,,,,,,,,,,,,,,
FALSE,1131,Alpine,,2012,A110-50 Concept Race,,,Race,,,,,,,Modern Concepts,Majorette,Racing Assortment,France,Yes,,,,,,,,,,,,
FALSE,1206,Alpine,,2021,A110S Alpine F1 Team,,,Road,,,,,,,Modern Sports Cars,Hot Wheels,Car Culture: AutoStrasse,France,Yes,,,,,,,,,,,,
FALSE,2502,Alpine,,2025,A290 GT,,,,,,,,,,Hot Hatch,Norev,Minijet Alpine Vision Blue,France,,Norev,"The bold design of the Alpine A290 evokes strong emotions, even in this entry-level GT version in its iconic blue. A true achievement by the Alpine team and Norev, this 1:64 scale model is crafted with an eye for detail.",,,,,,,,,,
FALSE,2501,Alpine,,2025,A290 GTS,,,,,,,,,,Hot Hatch,Norev,Minijet Alpine Vision Blue & Black,France,,Norev,"Norev proudly presents a 1:64 scale miniature of the brand-new Alpine A290 in its top-tier GTS trim, featuring exclusive wheels and decorative details. This model offers a faithful and playful representation of the Alpine original, perfect for collectors and admirers alike.",,,,,,,,,,
FALSE,3052,Alpine,Pierre Gasly's BWT,2024,A524,,,,,,,,,,,Hot Wheels,2025 Formula One Collection,,,,,,,,,,,,,,
FALSE,2486,Alpine,BWT,2024,F1,,,,,,,,,,Apex Open-Wheel,Hot Wheels,2025 F1 5-Pack,France,,,,,,,,,,,,,
FALSE,2420,Alpine,Esteban Ocon's,2023,F1 A523,,,,,,,,,,Apex Open-Wheel,Sparky,3rd Place Monaco GP #31,,,,,,,,,,,,,,
FALSE,1325,Alpine,,1972,Renault A110 1600S RTL Monte Carlo,,,Rally,,,,,,,Classic Rally,Norev,Multigam Classic,French,Yes,David Tarallo,"The standard 1600 went out of production in 1971 and since then the 1600S has undergone a development involving both road and racing cars. For the 1973 vintage the 1605cc was adopted which developed 140 horsepower. The A110 1600S left an indelible mark in competition, with countless rally victories.",,,,,,,,,,
FALSE,3701,Alpine,,,Renault A310,,,,,,,,,,,Tomica,Premium Unlimited,,,,,,,,,,,,,,
FALSE,1064,Alpine,,2015,Vision Gran Turismo,,,Race,S,,,,,,Modern Concepts,Majorette,Majorette Vision GT Series 1,France,Yes,,,,,,,,,,,,
FALSE,833,AM General,,2001,H1 Command Vehicle,Rare,Real,Offroad,D,,,,,,Vans & Utility,Matchbox,,,No,,,,,,,,,,,,
FALSE,832,AM General,,1985,Hummer Military,Special Ed.,Real,Offroad,D,,,,,,Vans & Utility,Matchbox,2007 Battle Kings,,No,,,,,,,,,,,,
FALSE,455,AM General,,1993,Humvee Civilian,Standard,Real,Offroad,E,E,,,Showroom,,,Hot Wheels,,USA,No,,,,,,,,,,,,
FALSE,456,AM General,,1985,Humvee Military,Rare,Real,Offroad,E,E,,,,,,Matchbox,,USA,No,,,,,,,,,,,,
FALSE,2140,AM General,,N/A,Humvee Monster Truck,,,,,,,,,,Monster Trucks,Hot Wheels,2023 Monster Trucks Crash Legends,,,,,,,,,,,,,,
FALSE,1415,AMC,,1980,Eagle,Rare,Real,Offroad,D,,,,,,Retro Hot Hatch,Matchbox,2023 MBX Off-Road,,No,,,,,,,,,,,,
FALSE,18,AMC,,1972,Greased Gremlin,Rare,Real,Drag,A,#REF!,,????,Card Packs,4,Rods and Customs,Hot Wheels,,,No,HW Wiki,The Greased Gremlin is a Hot Wheels Original model that is based upon a heavily modified 1972 AMC Gremlin.,,,,,,,,,,
FALSE,995,AMC,,1972,Greased Gremlin (Offroad),Special Ed.,Real,Offroad,A,,,,,,Offroad Buggies,Hot Wheels,2012 Demolition Derby 5-Pack,USA,No,,,,,,,,,,,,
FALSE,1925,American LaFrance,,1983,Century (Pompier),,,Truck,E,,,,,,Other,Majorette,Unknown,,,,,,,,,,,,,,
FALSE,359,AMG Transport Dynamics,,2554,M12S Warthog CST,Event,Fictional,Offroad,A,#REF!,,,,,Unlimited Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2115,Amphicar,,1964,Model 770,,,,,,,,,,,Hot Wheels,2014 Cool Classics,Germany,Yes,HW Wiki,"The Amphicar Model 770 was a German amphibious two-seat automobile manufactured by the Quandt Group from 1960 to 1965 and marketed until 1968. Designed by Hans Trippel, the Amphicar was a spiritual successor to the Volkswagen Type 128 and 166 and the Trippel SG6 schwimmwagens. The car was powered by a 1.1L Triumph inline-4 and could drive on both land and water, offering modest performance in both aspects. 3,878 were produced.",,,,,,,,,,
FALSE,2327,amuse,,2003,350Z CSL,,,,,,,,,,,Aoshima,Option Mini Car Collection,,,,,,,,,,,,,,
FALSE,2062,APIO,,,Jimny Sierra JB74,,,,,,,,,,,Stasto,Life is Jimny Capsule,,,,,,,,,,,,,,
FALSE,1268,Apollo,,2019,Intensa Emozione,,,Race,,,,,,,Extreme Track Toys,Siku,Siku World,Germany,Yes,,,,,,,,,,,,
FALSE,3211,APXGP,Sonny Hayes' Expensify,2024,Formula One Car,,,,,,,,,,,Hot Wheels,Mattel Creations F1 The Movie,,,,,,,,,,,,,,
FALSE,3543,Arcfox,,,αS5,,,,,,,,,,,Promotional,,,,,,,,,,,,,,,
FALSE,3544,Arcfox,,,αS6,,,,,,,,,,,Promotional,,,,,,,,,,,,,,,
FALSE,3545,Arcfox,,,αT6,,,,,,,,,,,Promotional,,,,,,,,,,,,,,,
FALSE,2103,Argo,,2004,Avenger 8X8,,,,,,,,,,Offroad,Siku,Super,,,,,,,,,,,,,,
FALSE,1899,ARTA,,2008,Autobacs Garaiya,,,Race,R2,,,,,,Modern Touring Cars,Promotional,ARTA Promotional,,,,,,,,,,,,,,
FALSE,1532,ARTA,,2010,Honda Civic EG6 Motegi Race 2010,,,,,,,,,,,Tarmac,HOBBY64,,,,,,,,,,,,,,
FALSE,3549,ARTA,Toyota,,Vitz Autobacs Racing Spec,,,,,,,,,,,Tomica,Toys R Us Original,,,,,,,,,,,,,,
FALSE,3514,Aston Martin,Fernando Alonso's,2024,AMR24 #14,,,,,,,,,,,Mini GT,#999 F1 2024 Bahrain GP,,,,,,,,,,,,,,
FALSE,22,Aston Martin,,2014,DB10 Concept,Rare,Real,Road,B,#REF!,2280,????,,4,Modern Concepts,Hot Wheels,,,No,James Bond,"Aston Martin created the DB10 concept car exclusively for James Bond to drive in Spectre, marking the first time a car has been created specifically for the film series.",,,,,,,,,,
FALSE,2642,Aston Martin,,2023,DB4GT High-Speed Edition,,,,,,,,,,Drag Strip Demons,Hot Wheels,2024 Muscle Mania,,,,,,,,,,,,,,
FALSE,21,Aston Martin,,1963,DB5,Standard,Real,Road,D,#REF!,1220,???,Showroom,3,Rare Classics,Hot Wheels,2015 HW Workshop: Then and Now,,No,GT,This masterpiece of 60s sports car design made its name as the eponymous Bond car.,,,,,,,,,,
FALSE,1776,Aston Martin,,1963,DB5,,,Road,D,#REF!,1220,???,Showroom,3,Rare Classics,Hot Wheels,2023 Fast & Furious 5-Pack,,,,,,,,,,,,,,
FALSE,2928,Aston Martin,,1963,DB5,,,,,,,,,,,Hot Wheels,2024 Screen Time,,,Mattel,"Most famous for being featured in the 1964 James Bond film Goldfinger, and more recently the 2012 film Skyfall. Regarded by many as the most famous car in the world.",,,,,,,,,,
FALSE,2033,Aston Martin,,1964,DB5,,,,,,,,,,,Tomica,Tomica Premium,,,,,,,,,,,,,,
FALSE,20,Aston Martin,,1956,DBR1,Rare,Real,Race,R1,R1,,?????,Story Mode,5,Classic Racers,Matchbox,,,No,,,,,,,,,,,,
FALSE,1640,Aston Martin,,1956,DBR1,,,,,,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,3115,Aston Martin,,2004,DBR9 GT-1,,,,,,,,,,,Norev,Racing,,,,,,,,,,,,,,
FALSE,23,Aston Martin,,2010,DBS,Rare,Real,Road,B,#REF!,`,???,,3,GT Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1535,Aston Martin,,2010,DBS,,,,A,,,,,,Super GT,Hot Wheels,2019 HW Exotics,,,,,,,,,,,,,,
FALSE,24,Aston Martin,,,DBS Volante,Rare,Real,Race,B,#REF!,,????,Manufacturer,4,GT Cars,Matchbox,,,No,,,,,,,,,,,,
FALSE,3495,Aston Martin,,,DBX,,,,,,,,,,,Pop Race,,,,,,,,,,,,,,,
FALSE,2146,Aston Martin,,,DBX,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,25,Aston Martin,,2011,One-77,Rare,Real,Road,A,#REF!,2830,?????,,5,Super GT,Hot Wheels,,,No,GT,A 77-car limited edition model from Aston Martin.,,,,,,,,,,
FALSE,3312,Aston Martin,,2011,One-77,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,1757,Aston Martin,,2011,One-77,,,,,,,,,,Modern Super Cars,SunQ,Racer 6-Pack,,,,,,,,,,,,,,
FALSE,1763,Aston Martin,,2011,One-77 (Police),,,,,,,,,,Modern Super Cars,SunQ,Police 6-Pack,,,,,,,,,,,,,,
FALSE,27,Aston Martin,,2020,V12 Speedster,Rare,Real,Road,A,,,?????,2021 Advent,5,Track Toys,Hot Wheels,,,No,Mattel,"The V-12 Speedster combines inspiration from Aston Martin's rich racing history and aeronautical design. Powered by a 5.2L, twin-turbo V-12 engine paired with a ZF 8-speed automatic transmission, the V-12 Speedster has a top speed of 186 mph. Truly a limited-edition, only 88 will be produced worldwide.",,,,,,,,,,
FALSE,2633,Aston Martin,,,V12 Vantage,,,,,,,,,,Modern Super Cars,TSC,,,,,,,,,,,,,,,
FALSE,26,Aston Martin,,2005,V8 Vantage,Boss Vehicle,Real,Road,B,#REF!,2250,?,Defeat Rhymer,1,Super GT,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,28,Aston Martin,,2005,V8 Vantage,Standard,Real,Road,B,#REF!,2250,???,Showroom,3,GT Cars,Hot Wheels,,,No,Mattel,"First introduced in 2005, the Vantage is a hand-crafted sports car that offers electrifying performance and outstanding agility.",,,,,,,,,,
FALSE,29,Aston Martin,,2021,Valhalla Concept,Rare,Real,Road,S,,3289,??????,,6,Hypercars,Hot Wheels,,,No,Aston Martin,The Aston Martin Valhalla mid-engine is a car like no other. This will be the pinnacle of driver engagement.,,,,,,,,,,
FALSE,1261,Aston Martin,,2021,Valhalla Concept,,,Road,S,,,,,,Modern Concepts,Hot Wheels,Car Culture: Exotic Envy,UK,Yes,,,,,,,,,,,,
FALSE,2599,Aston Martin,,,Valkyrie AMR,,,,,,,,,,Extreme Track Toys,TSC,1:64,,,,,,,,,,,,,,
FALSE,2034,Aston Martin,,2017,Vanquish Zagato,,,,,,,,,,Super GT,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2728,Aston Martin,,2018,Vantage,,,,,,,,,,Modern Super Cars,RMZ City,,,,,,,,,,,,,,,
FALSE,30,Aston Martin,,2012,Vantage GT3,Rare,Real,Race,R3,R3,2600,?????,,5,GT Racing Unlimited,Hot Wheels,,,No,GT,"The Aston Martin V12 Vantage GT3 is a pure racing machine, participating in GT races from 2012 when it replaced the successful DBR9/DBRS9 models.",,,,,,,,,,
FALSE,31,Aston Martin,,2012,Vantage GT3,Special Ed.,Real,Race,R3,R3,,?????,,5,GT Racing Unlimited,Hot Wheels,,,No,GT,"The Aston Martin V12 Vantage GT3 is a pure racing machine, participating in GT races from 2012 when it replaced the successful DBR9/DBRS9 models.",,,,,,,,,,
FALSE,3343,Aston Martin,,2012,Vantage GT3,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3344,Aston Martin,,2012,Vantage GT3,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3314,Aston Martin,,,Vantage GT8,,,,,,,,,,,Majorette,Premium Cars,,,,,,,,,,,,,,
FALSE,859,Aston Martin,,2019,Vantage GTE,Rare,Real,Race,R3,,,??????,2022 Pre-Advent,6,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1038,Aston Martin,,2019,Vantage GTE,Special Ed.,Real,Race,R3,,,,,,GT Racing Unlimited,Hot Wheels,2023 HW Turbo Gulf Racing,UK,No,,,,,,,,,,,,
FALSE,2183,Aston Martin,,2019,Vantage GTE,,,,,,,,,,,Hot Wheels,2024 HW Motor Show 5-Pack,,,,,,,,,,,,,,
FALSE,33,Aston Martin,,2015,Vulcan,Rare,Real,Road,S,#REF!,3220,??????,Card Packs,6,Extreme Track Toys,Hot Wheels,2020 Factory Fresh,,No,Aston Martin,"Born out of extensive motorsport experience - the 800-plus bhp, all-carbon fibre Aston Martin Vulcan promises truly extreme performance.",,,,,,,,,,
FALSE,1183,Aston Martin,,2015,Vulcan,Special Ed.,Real,Road,S,#REF!,3230,??????,Special Ed.,6,Extreme Track Toys,Hot Wheels,2019 HW Exotics (Wheel Swapped),,No,Aston Martin,"Born out of extensive motorsport experience - the 800-plus bhp, all-carbon fibre Aston Martin Vulcan promises truly extreme performance.",,,,,,,,,,
FALSE,32,Aston Martin,,2015,Vulcan,,,Road,,,,,,,Extreme Track Toys,Hot Wheels,2019 HW Exotics,UK,Yes,Aston Martin,"Born out of extensive motorsport experience - the 800-plus bhp, all-carbon fibre Aston Martin Vulcan promises truly extreme performance.",,,,,,,,,,
FALSE,2119,Auburn,,,852,,,,,,,,,,,Hot Wheels,2001 Mainline,,,,,,,,,,,,,,
FALSE,2415,Audi,,1969,100 Coupe S,,,,,,,,,,Cult Classics,Matchbox,2024 Collectors,,,,,,,,,,,,,,
FALSE,1026,Audi,,1989,90 quattro IMSA GTO,Rare,Real,Race,R3,,,,,,Retro Touring Cars,Hot Wheels,2023 Retro Racers,Germany,No,,,,,,,,,,,,
FALSE,1886,Audi,,1989,90 quattro IMSA GTO,,,,,,,,,,,Hot Wheels,2023 Retro Racers,,,,,,,,,,,,,,
FALSE,1887,Audi,,1989,90 quattro IMSA GTO,,,,,,,,,,,Hot Wheels,2024 HW Turbo,,,,,,,,,,,,,,
FALSE,2085,Audi,,,A1,,,,,,,,,,,Majorette,Racing Cars,,,,,,,,,,,,,,
FALSE,3063,Audi,,,A1,,,,,,,,,,,Majorette,Premium Cars,,,,,,,,,,,,,,
FALSE,42,Audi,,1991,Avus quattro,Rare,Real,Road,A,#REF!,,?????,Concept Strike,5,Retro Concepts,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2291,Audi,,,e-tron,,,Police,,,,,,,,Matchbox,2024 Autobahn Express V 5-Pack,,Yes,,,,,,,,,,,,
FALSE,2078,Audi,,,Q3,,,,,,,,,,,Welly,1/60,,,,,,,,,,,,,,
FALSE,3077,Audi,,,Q4 e-tron,,,,,,,,,,,Majorette,Premium Cars,,,,,,,,,,,,,,
FALSE,922,Audi,,,Q8 e-tron,Rare,Real,Road,A,,,?????,2022 Advent,5,Sports Utility Heroes,Matchbox,,,No,,,,,,,,,,,,
FALSE,1682,Audi,,1987,Quattro,,,,,,,,,,,Hot Wheels,2024 HW Turbo,,,,,,,,,,,,,,
FALSE,2663,Audi,,1987,quattro,,,,,,,,,,Retro Rally,Hot Wheels,2025 Factory Fresh,,,,,,,,,,,,,,
FALSE,1354,Audi,,2007,R8,,,Road,,,,,,,Modern Super Cars,Bburago,1/64,Germany,,,,,,,,,,,,,
FALSE,37,Audi,,2007,R8,Rare,Real,Road,A,#REF!,,?????,Manufacturer,5,Modern Super Cars,Matchbox,,,No,,,,,,,,,,,,
FALSE,1115,Audi,,2007,R8,,,Road,A,,,,,,Modern Super Cars,Matchbox,2019 Autobahn Express 5-Pack,Germany,Yes,,,,,,,,,,,,
FALSE,1839,Audi,,2007,R8,,,,,,,,,,,Matchbox,2020 MBX City,,,,,,,,,,,,,,
FALSE,2032,Audi,,2007,R8,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,3685,Audi,,2012,R8 (facelift),,,,,,,,,,Modern Super Cars,Majorette,,Germany,,,,,,,,,,,,,
FALSE,43,Audi,,2016,R8 LMS,Rare,Real,Race,R3,,,??????,,6,GT Racing Unlimited,Hot Wheels,Car Culture: Eurospeed (Wheel Swapped),,No,,,,,,,,,,,,
FALSE,1145,Audi,,2016,R8 LMS,,,Race,,,,,,,GT Racing Unlimited,Hot Wheels,Car Culture: Eurospeed,Germany,Yes,,,,,,,,,,,,
FALSE,1753,Audi,,2015,R8 Mk2 Coupe,,,,,,,,,,Modern Super Cars,Majorette,Street Cars,,,,,,,,,,,,,,
FALSE,38,Audi,,2019,R8 Spyder,Rare,Real,Road,A,#REF!,,??????,Special Event,6,Modern Super Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,39,Audi,,2019,R8 Spyder,Special Ed.,Real,Road,A,#REF!,,,,,Modern Super Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2726,Audi,,2010,R8 V10,,,,,,,,,,Modern Super Cars,RMZ City,,,,,,,,,,,,,,,
FALSE,2556,Audi,,2010,R8 V10,,,,,,,,,,Modern Super Cars,Welly,1/60,,,,,,,,,,,,,,
FALSE,870,Audi,,1994,RS 2 Avant,Rare,Real,Road,C,,,????,2022 Pre-Advent,4,Retro Saloons,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,44,Audi,,2017,RS 5 Coupe,Rare,Real,Road,B,#REF!,2200,????,Card Packs,4,Super Saloons,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1986,Audi,,2017,RS 5 Coupe,,,Road,B,#REF!,2201,?????,Card Packs,5,Super Saloons,Hot Wheels,2022 European Car Culture Themed Multipack,,,,,,,,,,,,,,
FALSE,1539,Audi,,2017,RS 5 Racing,,,,R3,,,,,,GT Racing Unlimited,Cool Chic Auto,1/64,,,,,,,,,,,,,,
FALSE,34,Audi,,2002,RS 6 Avant,Rare,Real,Road,C,#REF!,1400,???,Card Packs,3,Retro Saloons,Matchbox,,,No,,,,,,,,,,,,
FALSE,35,Audi,,2017,RS 6 Avant,Rare,Real,Road,C,#REF!,,????,,4,Super Saloons,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,45,Audi,,2022,RS e-tron GT,Rare,Real,Road,B,,,,,,Super Saloons,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1217,Audi,,1998,S4 quattro,,,Road,,,,,,,Retro Saloons,Hot Wheels,Car Culture: Deutschland Design,Germany,Yes,,,,,,,,,,,,
FALSE,40,Audi,,1984,Sport quattro,Rare,Real,Rally,R2,R2,1900,?????,,5,Retro Rally,Hot Wheels,2019 Baja Blazers (Green),,No,,,,,,,,,,,,
FALSE,41,Audi,,1984,Sport quattro,Special Ed.,Real,Rally,R2,R2,,,,,Retro Rally,Hot Wheels,2019 Baja Blazers,,No,,,,,,,,,,,,
FALSE,1149,Audi,,1984,Sport quattro,,,Rally,,,,,,,Retro Rally,Hot Wheels,Car Culture: Thrill Climbers,Germany,Yes,,,,,,,,,,,,
FALSE,1492,Audi,,1984,Sport quattro,,,Rally,R2,,,,,,Retro Rally,Hot Wheels,2023 HW: The 80's (Black),,,,,,,,,,,,,,
FALSE,1493,Audi,,1984,Sport quattro,,,Rally,R2,,,,,,Retro Rally,Hot Wheels,2023 HW: The 80's (White),,,,,,,,,,,,,,
FALSE,1505,Audi,,1984,Sport quattro,,,Rally,R2,,,,,,Retro Rally,Hot Wheels,2022 HW Rally Champs (Yellow),,,,,,,,,,,,,,
FALSE,1506,Audi,,1984,Sport quattro,,,Rally,R2,,,,,,Retro Rally,Hot Wheels,2022 HW Rally Champs (Blue),,,,,,,,,,,,,,
FALSE,3626,Audi,,1984,Sport quattro,,,,,,,,,,Retro Rally,Hot Wheels,,,,,,,,,,,,,,,
FALSE,887,Audi,,1999,TT,Rare,Real,Road,B,,,,2022 Pre-Advent,,Retro Sports Cars,Matchbox,2000 Mainline,,No,GT Wiki,"Audi was hesitant at first in producing a compact 2+2, but when the TT concept was greeted enthusiastically at the 1995 Frankfurt Auto Show, the company went to work in making the car a reality, and the TT in 1998 bowed to a waiting public.",,,,,,,,,,
FALSE,888,Audi,,1999,TT Roadster,Rare,Real,Road,B,,,,2022 Pre-Advent,,Retro Sports Cars,Matchbox,2008 Mainline,,No,GT Wiki,"Audi was hesitant at first in producing a compact 2+2, but when the TT concept was greeted enthusiastically at the 1995 Frankfurt Auto Show, the company went to work in making the car a reality, and the TT in 1998 bowed to a waiting public.",,,,,,,,,,
FALSE,36,Audi,,2020,TT RS,Rare,Real,Road,B,#REF!,,??????,,6,Modern Sports Cars,Matchbox,2021 MBX Showroom,,No,,,,,,,,,,,,
FALSE,889,Audi,,2020,TT RS,Special Ed.,Real,Road,B,,,,2022 Pre-Advent,,Modern Sports Cars,Matchbox,2022 MBX Showroom,,No,,,,,,,,,,,,
FALSE,1276,Aurus,,2019,Senat,,,Road,,,,,,,Super Saloons,xCarToys,Russia Presidential State Car X12-01,Russia,Yes,,,,,,,,,,,,
FALSE,955,Austin,,1964,Mini Cooper,Rare,Real,Road,E,,,???,2023 New Years,3,Cult Classics,Matchbox,2022 MBX Highway,UK,No,,,,,,,,,,,,
FALSE,3011,Austin,,1964,Mini Cooper,,,,,,,,,,,Matchbox,2021 MBX Retro,,,,,,,,,,,,,,
FALSE,3304,Austin,Mr Bean's,1964,Mini Cooper,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,903,Austin,,,Mini Van,Rare,Real,Truck,E,,,???,2022 Advent,3,Vans & Utility,Matchbox,,,No,,,,,,,,,,,,
FALSE,46,Austin-Healey,,,100/4,Rare,Real,Road,C,#REF!,,????,MP Packs,4,Rare Classics,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,47,Austin-Healey,,,3000 MK2,Rare,Real,Road,E,E,650,???,Card Packs,3,Rare Classics,Matchbox,,,No,,,,,,,,,,,,
FALSE,2246,Austro-Daimler,,1912,Touring Victoria,,,Road,E,,,,,,Rare Classics,Hi-Speed,Readers' Digest,,Yes,,,,,,,,,,,,
FALSE,1311,Autech,,2015,#1 Motul GT-R,,,Race,,,,,,,GT Racing Unlimited,F-Toys,GT-R Collection 2,Japan,Yes,,,,,,,,,,,,
FALSE,1603,Autobianchi,,1969,A112,,,Road,C,,,,,,Retro Hot Hatch,Majorette,1973 Majorette,Italy,Yes,FCA Heritage,In 1971 Fiat acquired Abarth and the Scorpion brand's first creation under its new owner was the A112 Abarth.,,,,,,,,,,
FALSE,1643,Autozam,,1992,Mazda AZ-1,,,Road,,,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,1667,Autozam,,1992,"Scrum ""Texas Toot""",,,,,,,,,,Extreme Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,48,B Engineering,,2001,Edonis,Rare,Real,Road,S,#REF!,2840,??????,,6,Retro Super Cars,Hot Wheels,,,No,Supercars.net,The B Engineering Edonis was launched in 2001 as a continuation of the Bugatti EB110 Super Sport. It was extensively re-engineered and only retained the Bugatti�s carbon-fiber chassis.,,,,,,,,,,
FALSE,1114,B Engineering,,2001,Edonis,,,Road,S,,,,,,Retro Super Cars,Hot Wheels,2004 First Editions,Italy,Yes,,,,,,,,,,,,
FALSE,1713,Baojun,,2023,Yep,,,,,,,,,,,XCarToys,T13-02,,,Top Gear,"Just look at it! It�s a teeny 3.3m long, three-door, four-seat SUV with uber-cute styling and a very decent sounding electric powertrain underneath.",,,,,,,,,,
FALSE,1725,Barris Kustom,,1952,Hirohata Merc,,,,,,,,,,,Hot Wheels,2024 Rod Squad,USA,,Mattel,"It only took 97 days for the Barris brothers to create this award-winning and trend-setting custom 1951 Mercury. Radically modified from bumper to bumper, it's one of the most influential customs ever built.",,,,,,,,,,
FALSE,871,Batman,,2021,Batmobile,Rare,Real,Road,A,,,,2022 Pre-Advent,,Movie Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1851,BAW,,,BJ212,,,Offroad,,,,,,,Offroad,CarFansClub,Assortment,,,,,,,,,,,,,,
FALSE,1711,Benetton,Michael Schumacher's,1992,B192 Ford,,,,,,,,,,,Minichamps,1:64 Michael Schumacher Collection,,,Wikipedia,"Although not held in awe like some of its more successful contemporaries, the B192 was recognised as a step forward for the Benetton team. Schumacher's win at Belgium would also prove to be the last win for a Formula One car using a conventional manual transmission.",,,,,,,,,,
FALSE,3180,Bentley,,1929,6 1/2 Litre,,,,,,,,,,,Yow Modellini,La Festa Mille Miglia,,,,,,,,,,,,,,
FALSE,49,Bentley,,,Bentayga,Rare,Real,Road,B,#REF!,,,,,Sports Utility Heroes,Matchbox,,,No,,,,,,,,,,,,
FALSE,3570,Bentley,,2003,Continental GT,,,,,,,,,,,Tomica,Tomica Limited,,,,,,,,,,,,,,
FALSE,1097,Bentley,,2019,Continental GT,,,Road,,,,,,,Super GT,Mini GT,2019 Pikes Peak International Hill Climb,UK,Yes,,,,,,,,,,,,
FALSE,2172,Bentley,,2018,Continental GT3,,,,,,,,,,,Hot Wheels,2024 European Themed Multipack,,,,,,,,,,,,,,
FALSE,50,Bentley,,2018,Continental GT3,Rare,Real,Race,R3,R3,,?????,eSports Exclus.,5,GT Racing Unlimited,Hot Wheels,2020 Nightburnerz,,No,,,,,,,,,,,,
FALSE,51,Bentley,,2018,Continental GT3,Special Ed.,Real,Race,R3,R3,,,,,GT Racing Unlimited,Hot Wheels,2023 HW Modified,,No,,,,,,,,,,,,
FALSE,2941,Bentley,,2018,Continental GT3,,,,,,,,,,,Hot Wheels,2023 HW Modified,,,,,,,,,,,,,,
FALSE,3335,Bentley,,2018,Continental GT3,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3336,Bentley,,2018,Continental GT3,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,52,Bentley,,2009,Continental Supersports,Standard,Real,Road,B,#REF!,2360,?????,Showroom,5,GT Cars,Hot Wheels,2012 New Models,,No,,,,,,,,,,,,
FALSE,53,Bentley,,2009,Continental Supersports,Boss Vehicle,Real,Road,B,#REF!,,?,Defeat Drake,1,GT Cars,Hot Wheels,2015 HW Workshop: Speed Team,,No,,,,,,,,,,,,
FALSE,3620,Bentley Mulliner,,2022,Bacalar,,,,,,,,,,Super GT,Cool Chic Auto,,UK,,,,,,,,,,,,,
FALSE,1285,Bentley Mulliner,,2022,Bacalar,,,Road,A,,,,,,Super GT,Mini GT,Yellow Flame #406,UK,Yes,,,,,,,,,,,,
FALSE,3090,Bertone,,1969,Runabout Barchetta,,,,,,,,,,,Corgi,Juniors,,,,,,,,,,,,,,
