Broken_image,ID,Make,Supername,Year,Model,Status,Real,Type,Class,Perf. Class,Max Rank,Stars,Unlock,Star Value,Category,Brand,Series,Country,Reserve List,Desc. Source,Description,Broken_Image,,_1,_2,_3,_4,_5,_6,_7,_8 
FALSE,3067,Renault,,,Megane R.S. Trophy-R,,,,,,,,,,,Majorette,Premium Cars,,,,,,,,,,,,,,
FALSE,2505,Renault,,2005,Megane Trophy,,,,,,,,,,Extreme Track Toys,Norev,Minijet CESAM,France,,,,,,,,,,,,,
FALSE,2834,Renault,,1934,Nervasport des records,,,,,,,,,,Vintage Cars,Norev,,France,,,,,,,,,,,,,
FALSE,2826,Renault,,2023,Rafale E-Tech,,,,,,,,,,Sports Utility Heroes,Norev,,France,,,,,,,,,,,,,
FALSE,2500,Renault,,2024,Scenic E-Tech 100% Electric,,,,,,,,,,Sports Utility Heroes,Norev,Minijet Flame Red,France,,Norev,The flame red shade emphasises the dynamic and bold design of this new model.,,,,,,,,,,
FALSE,1322,Renault,,2017,SYMBIOZ,,,Road,,,,,,,Modern Concepts,Norev,Renault Concept Car Collection,French,Yes,Renault,Making the concept of a mobile home a reality. The multi-use cabin allows you to enjoy a new experience with your vehicle that is now at the heart of an ecosystem based around you.,,,,,,,,,,
FALSE,2835,Renault,,2024,Symbioz E-Tech,,,,,,,,,,Sports Utility Heroes,Norev,,France,,,,,,,,,,,,,
FALSE,1323,Renault,,2016,Trezor,,,Road,,,,,,,Modern Concepts,Norev,Renault Concept Car Collection,French,Yes,Renault,"With its warm style and its services geared towards driving pleasure, this electric GT embodies our vision of future mobility and our passion for cars.",,,,,,,,,,
FALSE,2831,Renault,,1993,Twingo,,,,,,,,,,Cult Classics,Norev,,France,,,,,,,,,,,,,
FALSE,1332,Renault,,1993,Twingo,,,Road,E,,,,,,Retro Hot Hatch,Norev,Renault Collection,French,Yes,,,,,,,,,,,,
FALSE,2825,Renault,,2026,Twingo E-Tech,,,,,,,,,,City Commuters,Norev,,France,,,,,,,,,,,,,
FALSE,1792,Renault,,2007,Twingo II,,,,,,,,,,,Dickie Toys,Unknown,,,,,,,,,,,,,,
FALSE,2109,Renault,,2015,Twingo III,,,,,,,,,,,Majorette,Street Cars,,,,,,,,,,,,,,
FALSE,3623,Renault,,2015,Twingo III,,,,,,,,,,,Majorette,,,,,,,,,,,,,,,
FALSE,2829,Renault,,2015,Twingo III,,,,,,,,,,City Commuters,Norev,,France,,,,,,,,,,,,,
FALSE,1430,Renault,,,Twizy,Rare,Real,Road,E,,,,,,City Commuters,Matchbox,2023 MBX Metro,France,No,,,,,,,,,,,,
FALSE,1241,Renault Sport,,2006,GP-2006,,,Race,X,,,,,,Apex Open-Wheel,Hot Wheels,2006 Grand Prix Series,France,Yes,,,,,,,,,,,,
FALSE,2603,Renault Sport,,,Megane Gendarmerie,,,,,,,,,,Hot Hatch,Norev,Minijet,,,,,,,,,,,,,,
FALSE,2576,Renault Sport,,,Megane Gendarmerie,,,,,,,,,,Hot Hatch,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,1345,Renault Sport,,2013,Megane RS,,,Road,,,,,,,Super Hot Hatch,Majorette,Street Cars Yellow,France,,,,,,,,,,,,,
FALSE,731,Renault Sport,,2010,Megane Trophy Mk. II,Rare,Real,Race,R2,R2,,,,,Modern Touring Cars,Hot Wheels,2011 New Models,,No,,,,,,,,,,,,
FALSE,1944,Renault Sport,,2010,Megane Trophy Mk. II,,,Race,R2,R2,,,,,Modern Touring Cars,Hot Wheels,2012 HW All Stars,,,,,,,,,,,,,,
FALSE,1945,Renault Sport,,2010,Megane Trophy Mk. II,,,Race,R2,R2,,,,,Modern Touring Cars,Hot Wheels,2011 New Models,,,,,,,,,,,,,,
FALSE,1243,Renault Sport,,2017,R.S. 2027 Vision Concept Car,,,Race,X,,,,,,Apex Open-Wheel,Norev,Renault Concept Car Collection,France,Yes,Renault,"The fruit of a collective effort by Renault Design and Renault Sport Racing experts, R.S. 2027 Vision concept car is anchored in Renault's DNA.",,,,,,,,,,
FALSE,732,Renault Sport,,,RS.01,Rare,Real,Race,R3,R3,,????,,4,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,733,Renault Sport,,,RS.01,Special Ed.,Real,Race,R3,R3,,????,,4,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3340,Renault Sport,,,RS.01,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3341,Renault Sport,,,RS.01,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,1242,Renault Sport,,2018,RS18,,,Race,X,,,,,,Apex Open-Wheel,Z-Models,L'Atelier Renault,France,Yes,,,,,,,,,,,,
FALSE,2247,REO,,1908,Model G,,,Road,E,,,,,,Rare Classics,Hi-Speed,Readers' Digest,,Yes,,,,,,,,,,,,
FALSE,3182,Reynard,Michael Schumacher's,1990,F903,,,,,,,,,,,Minichamps,Michael Schumacher Collection,,,,,,,,,,,,,,
FALSE,1153,Rheinmetall,,1979,Transportpanzer Fuchs 1,,,Event,,,,,,,Other,Siku,Siku World,Germany,Yes,,,,,,,,,,,,
FALSE,1822,RIDOX,,,JZA80 Supra,,,,,,,,,,,Aoshima,Minicar 1/64 Option Car Collection Part 2,,,,,,,,,,,,,,
FALSE,734,Riley & Scott,,,Mk III,Rare,Real,Race,X,X,,?????,M.sport Season,5,Endurance Legends,Hot Wheels,2007 Mystery Cars,,No,,,,,,,,,,,,
FALSE,895,Rimac,,,Nevera,Rare,Real,Road,S,,,??????,2022 Advent,6,Hypercars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3032,Rimac,,,Nevera,,,,,,,,,,,Majorette,Rimac Edition Gift Set,,,,,,,,,,,,,,
FALSE,3033,Rimac,,,Nevera,,,,,,,,,,,Majorette,Rimac Edition Gift Set,,,,,,,,,,,,,,
FALSE,3034,Rimac,,,Nevera,,,,,,,,,,,Majorette,Rimac Edition Gift Set,,,,,,,,,,,,,,
FALSE,3031,Rimac,,,Nevera 15th Anniversary Edition,,,,,,,,,,,Majorette,Rimac Edition Gift Set,,,,,,,,,,,,,,
FALSE,3030,Rimac,,,Nevera Time Attack,,,,,,,,,,,Majorette,Rimac Edition Gift Set,,,,,,,,,,,,,,
FALSE,1413,Rivian,,,R1T,Rare,Real,Offroad,B,,,,,,Sports Utility Heroes,Matchbox,2022 MBX Highway,,No,,,,,,,,,,,,
FALSE,735,Roborace,,,Robocar,Standard,Real,Race,A,#REF!,,,Showroom,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1382,Rocket League,,2015,Octane,Rare,Fictional,Offroad,B,,,,,,Offroad Buggies,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1275,Rolls-Royce,,2015,Ghost Extended Wheelbase,,,Road,,,,,,,GT Cars,DCM,Unknown,UK,Yes,,,,,,,,,,,,
FALSE,2164,Rolls-Royce,,1906,Silver Ghost,,,Road,E,,,,,,Rare Classics,Hi-Speed,Reader's Digest Set of 6,,Yes,,,,,,,,,,,,
FALSE,2628,Rolls-Royce,,,Silver Ghost (Missing Parts),,,,,,,,,,Vintage Cars,Hi-Speed,Readers' Digest,,,,,,,,,,,,,,
FALSE,2367,Rolls-Royce,,,Silver Shadow II,,,,,,,,,,,Matchbox,1979 Mainline,,,,,,,,,,,,,,
FALSE,1314,Rover,,1970,P6 Group 6,,,Race,R1,,,,,,Retro Touring Cars,Hot Wheels,2022 Hot Wheels Boulevard,UK,Yes,,,,,,,,,,,,
FALSE,1221,RTR,,2020,Ford Mustang Spec 5,,,Race,,,,,,,Drift Cars,Hot Wheels,Car Culture: Slide Street,USA,Yes,,,,,,,,,,,,
FALSE,736,RTR,Vaughn Gittin Jr's,1969,Mustang Boss 302,Rare,Real,Race,A,#REF!,,,,,Drift Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3170,RUF,,1986,BTR,,,,,,,,,,,PARA64,Blossom Yellow,,,,,,,,,,,,,,
FALSE,1142,RUF,,1987,CTR Yellowbird,,,Road,,,,,,,Retro Sports Cars,PARA64,Yellow/Black,Germany,Yes,,,,,,,,,,,,
FALSE,1260,RUF,,2012,CTR3,,,Road,S,,,,,,Modern Super Cars,PARA64,Silver,Germany,Yes,,,,,,,,,,,,
FALSE,2477,RWB,,1987,Porsche 930,,,,,,,,,,Tuners & Imports,Hot Wheels,2019 Premium Car Culture Silhouettes,,,,,,,,,,,,,,
FALSE,2478,RWB,,1987,Porsche 930,,,,,,,,,,Tuners & Imports,Hot Wheels,2025 Premium Car Culture Silhouettes 2,,,,,,,,,,,,,,
FALSE,1144,RWB,,1987,Porsche 930,,,Race,,,,,,,Track Toys,Hot Wheels,Car Culture: Team Transport,Japan,Yes,,,,,,,,,,,,
FALSE,1825,RWB,,1987,Porsche 930,,,,,,,,,,,Metal Power,5-Pack,,,,,,,,,,,,,,
FALSE,2976,RWB,,,Porsche 993,,,,,,,,,,,CM Model,2025 Malaysia Diecast Expo Exclusive,,,,,,,,,,,,,,
FALSE,2975,RWB,,,Porsche 993,,,,,,,,,,,ModelModel,2025 The Model Car Show Malaysia Exclusive,,,,,,,,,,,,,,
FALSE,3105,RWB,,,Toyota Corolla Levin GT-Apex,,,,,,,,,,,DCT,1/64,,,,,,,,,,,,,,
FALSE,3468,RWB,,,Toyota Corolla Levin GT-Apex,,,,,,,,,,,DCT,2025 TMCS Singapore Exclusive,,,,,,,,,,,,,,
FALSE,3522,Saab,,2008,9-3 Aero Sedan,,,,,,,,,,,Enchery,,,,,,,,,,,,,,,
FALSE,3158,Saab,,,900 Turbo,,,,,,,,,,,Tarmac Works,Global64,,,,,,,,,,,,,,
FALSE,3306,Saab,,2002,9X Concept,,,,,,,,,,,Maisto,Fresh Metal,,,,,,,,,,,,,,
FALSE,2347,Saab,,1971,Sonnett III,,,,,,,,,,,Matchbox,1987 Super GT,,,,,,,,,,,,,,
FALSE,1617,SAIC,,1974,Shanghai Sedan Model SH760A,,,Road,E,,,,,,Retro Saloons,XCarToys,Y35-01,China,Yes,,,,,,,,,,,,
FALSE,737,Saleen,,,S7,Rare,Real,Road,S,#REF!,2995,,,,Retro Super Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2390,Saleen,,2001,S7,,,,,,,,,,,Motormax,Super Wheels 20 Pack,,,,,,,,,,,,,,
FALSE,1204,Saleen,,2001,S7,,,Road,S,,,,,,Retro Super Cars,Motormax,Burnt Orange (Wheels Swapped),USA,Yes,,,,,,,,,,,,
FALSE,738,Saleen,,,S7R,Rare,Real,Race,X,X,,,,,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1874,Saturn,,,Ion Coupe,,,,,,,,,,,Hot Wheels,2003 Raptor Blast 5-Pack,,,,,,,,,,,,,,
FALSE,3308,Sauber,,1983,"C7 ""Group C Racer""",,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,2401,Sauber,,,Mercedes C9,,,,,,,,,,Endurance Legends,Hot Wheels,2024 Team Transport,,,,,,,,,,,,,,
FALSE,1160,Scania,,1992,Rally Truck,,,Truck,,,,,,,Unlimited Offroad,Hot Wheels,2022 Track Stars Haulers,Sweden,Yes,,,,,,,,,,,,
FALSE,739,Scion,,,FR-S,Rare,Real,Road,D,#REF!,,,,,Modern Sports Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,740,Scion,,,xB,Standard,Real,Road,D,#REF!,,,Showroom,,Hot Hatch,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1631,Seagrave,,2002,Fire Truck,,,Truck,E,,,,,,Vans & Utility,Matchbox,2022 Moving Parts,USA,Yes,,,,,,,,,,,,
FALSE,3556,SEAT,,,Ibiza,,,,,,,,,,,Norev,Factory Seconds/Reject,,,,,,,,,,,,,,
FALSE,1928,SEAT,,,Leon Cupra,,,,,,,,,,,Majorette,Street Cars,,,,,,,,,,,,,,
FALSE,741,Shadow,,,Mk IIa,Rare,Real,Race,X,X,,,,,Endurance Legends,Hot Wheels,2000 Mainline,,No,,,,,,,,,,,,
FALSE,1023,Shadow,,1971,Mk IIa,Rare,Real,Race,X,,,,,,Endurance Legends,Hot Wheels,2000 CD Customs,USA,No,,,,,,,,,,,,
FALSE,1652,Shelby,,,Cobra 427 S/C,,,,,,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1689,Shelby,,,Cobra Daytona Coupe,,,,,,,,,,,Hot Wheels,2024 HW Race Day,,,,,,,,,,,,,,
FALSE,2670,Shelby,,,Cobra Daytona Coupe,,,,,,,,,,Rare Classics,Hot Wheels,2024 HW Race Day,,,,,,,,,,,,,,
FALSE,742,Shelby,,,Cobra Daytona Coupe,Standard,Real,Race,C,#REF!,,,Showroom,,Classic Racers,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1708,Shelby,,1969,GT-500,,,,,,,,,,,Hot Wheels,2023 Muscle Mania,,,,,,,,,,,,,,
FALSE,3562,Sigma,,1974,MC74 Mazda,,,,,,,,,,,Tomica,Classic Tomica,,,,,,,,,,,,,,
FALSE,1057,Simca,,1973,1000 Rallye,,,Rally,,,,,,,Classic Rally,Norev,Racing Retro,France,Yes,,,,,,,,,,,,
FALSE,2167,Simplex,,1912,Model 38 Touring,,,Road,E,,,,,,Rare Classics,Hi-Speed,Reader's Digest Set of 6,,Yes,,,,,,,,,,,,
FALSE,2254,Simplex,,1912,Model 38 Touring,,,Road,E,,,,,,Rare Classics,Hi-Speed,Readers' Digest,,Yes,,,,,,,,,,,,
FALSE,743,Simpsons,,1986,"Family Car ""Plymouth Junkerolla""",Event,Fictional,Road,E,E,,,,,Movie Cars,,,,No,,,,,,,,,,,,
FALSE,1141,Singer,,2019,911 (964),,,Road,,,,,,,Retro Sports Cars,Pop Race,Retro Orange Classic,USA,Yes,,,,,,,,,,,,
FALSE,2360,Siva,,1971,Spyder,,,,,,,,,,,Matchbox,1988 Super GT,,,,,,,,,,,,,,
FALSE,2348,Siva,,1971,Spyder,,,,,,,,,,,Matchbox,1988 Super GT,,,,,,,,,,,,,,
FALSE,2262,Skoda,Colin McRae's,2005,Fabia WRC Telstra Rally Australia,,,Rally,,,,,,,,CM's,Colin McRae Memorial Collection 2,,Yes,,,,,,,,,,,,
FALSE,1298,Skoda,,2015,New Fabia,,,Road,,,,,,,Hot Hatch,Promotional,Dealer Model,Czechia,Yes,Skoda,"Choose the all-new �koda Fabia and make your choice your voice. You�ll always remain unique thanks to the customised look, smart equipment and unique Simply Clever features.",,,,,,,,,,
FALSE,2893,Skoda,,1959,Octavia,,,,,,,,,,Cult Classics,Welly,1/60 Classic,,,,,,,,,,,,,,
FALSE,3298,smart,,2003,Roadster,,,,,,,,,,,Maisto,Fresh Metal,,,,,,,,,,,,,,
FALSE,2692,Spark,,2022,Gen3,,,,,,,,,,Apex Open-Wheel,Hot Wheels,2024 HW Race Day,,,,,,,,,,,,,,
FALSE,1333,Spark,,2019,SRT05e,,,Race,,,,,,,Formula e,Majorette,Formula E Giftpack,French,Yes,,,,,,,,,,,,
FALSE,351,Spark,,2018,SRT05e (Gen 2 Car),Rare,Real,Formula,S,#REF!,2860,??????,,6,Formula e,Hot Wheels,2020 HW Race Day (Black),,No,,,,,,,,,,,,
FALSE,352,Spark,,2018,SRT05e (Gen 2 Car),Special Ed.,Real,Formula,S,#REF!,2870,,,,Formula e,Hot Wheels,2020 HW Race Day (Purple),,No,,,,,,,,,,,,
FALSE,3440,Spark,,2018,SRT05e (Gen 2 Car),,,,,,,,,,,Unknown,,,,,,,,,,,,,,,
FALSE,3439,Spark,,2018,SRT05e (Gen 2 Car),,,,,,,,,,,Unknown,,,,,,,,,,,,,,,
FALSE,846,Speed Racer,,N/A,Mach 4,Rare,Fictional,Race,X,,,,,,Movie Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,850,Speed Racer,,N/A,Mach 5,Rare,Fictional,Race,X,,,,,,Movie Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,851,Speed Racer,,N/A,Mach 6,Rare,Fictional,Race,X,,,,,,Movie Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,847,Speed Racer,,N/A,Racer X Street Car,Rare,Fictional,Race,X,,,,,,Movie Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3500,Spyker,,,C12 LaTurbie,,,,,,,,,,,DCT,,,,,,,,,,,,,,,
FALSE,1100,Spyker,,2011,C8 Laviolette SWB,,,Road,,,,,,,Modern Super Cars,Tomica,Tomica Standard,Netherlands,Yes,,,,,,,,,,,,
FALSE,744,SRT,,2013,Viper,Standard,Real,Road,A,#REF!,,,Showroom,,Modern Muscle,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2310,SRT,,2013,Viper,,,,,,,,,,,Hot Wheels,2024 Stars & Stripes,,,Mattel,"With an even bigger sting than models before, the fifth generation Viper sports an 8.4L V10 and mega horsepower. It's a venomous coupe, sure to leave the competition behind.",,,,,,,,,,
FALSE,745,SRT,,,Viper GTS-R,Rare,Real,Race,R3,R3,,?????,,5,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,746,SRT,,,Viper GTS-R,Special Ed.,Real,Race,R3,R3,,?????,,5,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2947,SRT,,,Viper GTS-R,,,,,,,,,,,Hot Wheels,2023 Neon Speeders,,,,,,,,,,,,,,
FALSE,3350,SRT,,,Viper GTS-R,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3351,SRT,,,Viper GTS-R,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,1303,SSC,,2023,SC-01,,,Road,,,,,,,Modern Sports Cars,xCarToys,Special Release,China,Yes,CarNewsChina,The SSC SC-01 electric roadster officially reveals in China. It is a light-weight performance EV with 425 hp and a zero-to-hundred acceleration time of 3.5 seconds. It was created by the Xiaomi-backed company Gongjianpai Auto Technology,,,,,,,,,,
FALSE,2441,ST Engineering,,,Belrex Protected Vehicle,,,,,,,,,,Military,Laughing Kookaburra,1/97,Singapore,,,,,,,,,,,,,
FALSE,2442,ST Engineering,,,Terrex Infantry Carrier Vehicle,,,,,,,,,,Military,Laughing Kookaburra,1/97,Singapore,,,,,,,,,,,,,
FALSE,2239,Statesman,Holden,,HQ,,,,,,,,,,,Oz Wheels,2024 Advent Calendar,Australia,,,,,,,,,,,,,
FALSE,2797,Statesman,Holden,,HQ,,,,,,,,,,Cult Classics,Oz Wheels,Series 1,Australia,,,,,,,,,,,,,
FALSE,2350,Sterling,Rover,,800 Series,,,,,,,,,,,Matchbox,1991 Mainline ROW,,,,,,,,,,,,,,
FALSE,3505,Studebaker,,,Avanti,,,,,,,,,,,Hot Wheels,2009 Classics Series 5,,,,,,,,,,,,,,
FALSE,747,Studebaker,,1963,Champ,Standard,Real,Truck,C,#REF!,,,Showroom,,Rods and Customs,Hot Wheels,2011 New Models,,No,,,,,,,,,,,,
FALSE,1304,Studebaker,,1953,Champion,,,Rally,,,,,,,Retro Rally,Greenlight,La Carrera Panamericana Series 3,USA,Yes,Hemmings,"From the early to mid-1950s, the Champion proved a good choice for a family car due to its affordable price, rugged construction and quality materials throughout. Its simple mechanicals and a strong aftermarket of inexpensive parts make the Champion a viable alternative to other, more costly collector cars.",,,,,,,,,,
FALSE,748,Studebaker,,,Starliner Hardtop (At-A-Tude),Rare,Real,Race,R2,R2,,,,,Retro Touring Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2116,Stutz,,,Blackhawk,,,,,,,,,,,Hot Wheels,1998 Tatto Machine,,,,,,,,,,,,,,
FALSE,2699,Subaru,,,360 German Police Type,,,,,,,,,,Cult Classics,Tomica,AEON Exclusive Police,,,,,,,,,,,,,,
FALSE,752,Subaru,,,BRAT,Rare,Real,Offroad,C,#REF!,,,,,Unlimited Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2025,Subaru,,2013,BRZ,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,1130,Subaru,,2012,BRZ R&D Sport,,,Race,,,,,,,GT Racing Unlimited,Tomica,Tomica Premium,Japan,Yes,,,,,,,,,,,,
FALSE,3328,Subaru,,2019,Forester,,,,,,,,,,,Matchbox,2021 MBX Off-Road,,,,,,,,,,,,,,
FALSE,3590,Subaru,,,Forester SG9 STI,,,,,,,,,,,ModelModel,,,,,,,,,,,,,,,
FALSE,751,Subaru,,1998,Impreza 22B STi-Version,Rare,Real,Rally,B,#REF!,,,,,Retro Rally,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2960,Subaru,,1998,Impreza 22B STi-Version,,,,,,,,,,,Hot Wheels,2024 HW: The '90s,,,,,,,,,,,,,,
FALSE,3133,Subaru,,2006,Impreza Expressway Patrol,,,,,,,,,,,Masterpiece Collectibles,#10,,,,,,,,,,,,,,
FALSE,3498,Subaru,,,Impreza Fast Response Car (SPF),,,,,,,,,,,Masterpiece Collectibles,,,,,,,,,,,,,,,
FALSE,3476,Subaru,,,Impreza LTA Marshall,,,,,,,,,,,Masterpiece Collectible,Factory Second/Reject,,,,,,,,,,,,,,
FALSE,2065,Subaru,,1997,Impreza WRC 1997 #8 (RAC Rally),,,,,,,,,,,Hobby Japan,x IG,,,,,,,,,,,,,,
FALSE,2258,Subaru,Colin McRae's,1997,Impreza WRC Memorial Colour Variation,,,Rally,,,,,,,,CM's,Colin McRae Memorial Collection 2,,Yes,,,,,,,,,,,,
FALSE,3174,Subaru,,1998,Impreza WRC98,,,,,,,,,,,Mini GT,#975 1998 Rally Monte-Carlo 3rd Place #3,,,,,,,,,,,,,,
FALSE,1980,Subaru,,,Impreza WRX,,,,,,,,,,,Hot Wheels,2022 Japanese Car Culture Themed Multipack,,,,,,,,,,,,,,
FALSE,3616,Subaru,,,"Impreza WRX ""Bugeye""",,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3525,Subaru,,,"Impreza WRX ""Bugeye""",,,,,,,,,,,Hot Wheels,2026 Premium Car Culture Thrill Climbers,,,,,,,,,,,,,,
FALSE,986,Subaru,,2007,Impreza WRX Police,Police,Real,Rally,B,,,,,,Modern Rally,Matchbox,2012 MBX Arctic,Japan,No,,,,,,,,,,,,
FALSE,1858,Subaru,,2007,Impreza WRX Police,,,,,,,,,,,Matchbox,2022 MBX Japan Tourers 5-Pack,,,,,,,,,,,,,,
FALSE,3591,Subaru,,2002,"Impreza WRX STI ""Bugeye""",,,,,,,,,,,Welly,,,,,,,,,,,,,,,
FALSE,753,Subaru,,,Impreza WRX STI (2nd Gen),Rare,Real,Rally,B,#REF!,,,,,Modern Rally,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3563,Subaru,,,Impreza WRX STI 4door Group R4,,,,,,,,,,,Tomica,Standard Tomica,,,,,,,,,,,,,,
FALSE,3145,Subaru,,,Impreza WRX Sti Wagon (Mk2 GD Bugeye),,,,,,,,,,,Furuya,1/64,,,,,,,,,,,,,,
FALSE,2143,Subaru,,,Impreza WRX type R STi Version,,,,,,,,,,,Tomica,Tomica Premium,,,,,,,,,,,,,,
FALSE,3206,Subaru,,,Impreza WRX Type RA STi Version V,,,,,,,,,,,Tomica,Sports Car History Collection,,,,,,,,,,,,,,
FALSE,3639,Subaru,,,Impreza WRX Type RA STi Version V,,,,,,,,,,,Tomica,Sports Car Metallic Color Collection,,,,,,,,,,,,,,
FALSE,2985,Subaru,,2002,Legacy E-Tune II,,,,,,,,,,,BM Creations,Junior,,,,,,,,,,,,,,
FALSE,2255,Subaru,Colin McRae's,1991,Legacy RS Lomard RAC Rally,,,Rally,,,,,,,,CM's,Colin McRae Memorial Collection 2,,Yes,,,,,,,,,,,,
FALSE,2256,Subaru,Colin McRae's,1992,Legacy RS Rally Acropolis,,,Rally,,,,,,,,CM's,Colin McRae Memorial Collection 2,,Yes,,,,,,,,,,,,
FALSE,2257,Subaru,Colin McRae's,1993,Legacy RS Tour de Corse Rally de France,,,Rally,,,,,,,,CM's,Colin McRae Memorial Collection 2,,Yes,,,,,,,,,,,,
FALSE,750,Subaru,,2014,Sambar Truck,Rare,Real,Truck,E,E,,,,,Vans & Utility,Matchbox,,,No,,,,,,,,,,,,
FALSE,754,Subaru,,,SVX,Rare,Real,Road,C,#REF!,,,,,Retro Sports Cars,Matchbox,,,No,,,,,,,,,,,,
FALSE,2962,Subaru,,,SVX,,,,,,,,,,,Matchbox,2022 MBX Showroom,,,,,,,,,,,,,,
FALSE,755,Subaru,,2011,WRX STI,Standard,Real,Rally,C,#REF!,,,Showroom,,Modern Rally,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1994,Subaru,,2011,WRX STI,,,,,,,,,,,Hot Wheels,2023 Japanese Car Culture Themed Multipack,,,,,,,,,,,,,,
FALSE,2961,Subaru,,2011,WRX STI,,,,,,,,,,,Hot Wheels,2022 HW Hatchbacks,,,,,,,,,,,,,,
FALSE,2083,Subaru,,2015,WRX STI,,,,,,,,,,,Majorette,Premium Cars,,,,,,,,,,,,,,
FALSE,2465,Subaru,,2015,WRX STI,,,,,,,,,,Modern Rally,QY Toys,1/64,,,,,,,,,,,,,,
FALSE,2056,Subaru,,2015,WRX STI,,,,,,,,,,,Welly,1/60,,,,,,,,,,,,,,
FALSE,1201,Subaru,Little Nobody's,2016,WRX STI,,,Rally,,,,,,,Modern Rally,Hot Wheels,Premium Fast & Furious: Fast Tuners,Japan,Yes,,,,,,,,,,,,
FALSE,1202,Subaru,,2016,WRX STI,,,Rally,,,,,,,Modern Rally,Hot Wheels,2021 Hot Wheels Boulevard,Japan,Yes,,,,,,,,,,,,
FALSE,2144,Subaru,,2016,WRX STI NBR Challenge,,,,,,,,,,,Tomica,Tomica Premium,,,,,,,,,,,,,,
FALSE,749,Subaru,,2015,WRX STI Police,Police,Real,Rally,C,#REF!,,,,,Modern Rally,Matchbox,,,No,,,,,,,,,,,,
FALSE,1625,Sunbeam,,1962,Alpine,,,Road,D,,,,,,Rare Classics,Johnny Lightning,James Bond,UK,Yes,,,,,,,,,,,,
FALSE,1712,Super Aguri,Takuma Sato's,2006,S06 #22,,,,,,,,,,,Kyosho,1:64 Born In Japan,,,Wikipedia,"The car was a refined version of the SA05, which in turn was a development of the Arrows A23 chassis from 2002.  It featured revised aerodynamics, suspension and a new quick-shift gearbox, along with a lightened chassis and provided a worthwhile improvement in performance.",,,,,,,,,,
FALSE,2464,Suzuki,,,Alto Works,,,,,,,,,,Retro Hot Hatch,Stasto,Gachapon,,,,,,,,,,,,,,
FALSE,756,Suzuki,,,GSX-R/4,Rare,Real,Road,C,#REF!,,,,,Retro Concepts,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3126,Suzuki,,2004,Ignis Super 1600,,,,,,,,,,,CM's,Suzuki SX4 WRC 2-Car Set,,,,,,,,,,,,,,
FALSE,2036,Suzuki,,,Jimny,,,,,,,,,,Offroad,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2073,Suzuki,,,Jimny,,,,,,,,,,,Welly,1/60,,,,,,,,,,,,,,
FALSE,2038,Suzuki,,,Swift Sport,,,,,,,,,,,Tomica,Tomica Standard First Edition,,,,,,,,,,,,,,
FALSE,3302,Suzuki,,2006,Swift Sport Rallycup Car,,,,,,,,,,,Tomica,Standard Tomica,,,,,,,,,,,,,,
FALSE,3124,Suzuki,,2008,SX4 WRC Monte Carlo,,,,,,,,,,,CM's,Suzuki SX4 WRC 2-Car Set,,,,,,,,,,,,,,
FALSE,3125,Suzuki,,2007,SX4 WRC Test Type,,,,,,,,,,,CM's,Suzuki SX4 WRC 2-Car Set,,,,,,,,,,,,,,
